Category,Tender Number,Tender Description,Advertised,Closing,Organ Of State,Tender Type,Province,"Place where goods, works or services are required",Special Conditions,Contact Person,Email,Telephone number,FAX Number,Is there a briefing session?,Is it compulsory?,Briefing Date and Time,Briefing Venue,eSubmission,Two Envelope Submission,Source URL,Tender ID,Source
Municipal,NKT 272/2024,"Construction of a New 5km Pipeline, Testing and Rehabilitation of Existing Pipeline from Reitz to Mamafubedu (Phase 2A)",02/11/2024,28/10/2024,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,072 103 4123,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/Tender%20272_2024.pdf,,Nketoana
Municipal,NKT 273/2025,Professional services for the Formulation of a NERSA Compliant Electricity Cost of supply Study and Cost reflective tariffs,N/A,06/02/2025,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,071 897 6529,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/Tender%20Advert%20February%202025.pdf%20(2).pdf,,Nketoana
Municipal,NKT 274/2025,Appointment of panel of five (5) professional service providers for provision of legal services for a period of three (3) years.,N/A,07/03/2025,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,073 583 7834,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/Tender%20Advert%20February%202025.pdf%20(2).pdf,,Nketoana
Municipal,NKT 275/2025,Appointment of six (6) service providers for supply and delivery of roads and stormwater materials and when required for a period of 3 years,N/A,28/02/2025,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,078 268 8498,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/Tender%20Advert%20February%202025.pdf%20(2).pdf,,Nketoana
Municipal,NKT 276/2025,"Appointment of six (6) service providers for the repairs, maintenance, refurbishment and upgrading of water and sanitation infrastructure (pumps, motors, blowers and electrical panel) as and when required for a period of 3 years.",N/A,06/02/2025,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,078 747 8141,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/Tender%20Advert%20February%202025.pdf%20(2).pdf,,Nketoana
Municipal,NKT 277/2025,Appointment of six (6) service providers for supply and delivery of water and sanitation materials as and when required for a period of 3 years.,N/A,28/02/2025,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,078 747 8141,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/Tender%20Advert%20February%202025.pdf%20(2).pdf,,Nketoana
Municipal,NKT 278/2025,"Appointment of six (6) service providers for the Supply and delivery of vehicle’s parts, repairs and maintenance of municipal vehicles as well Towing truck hire as and when required for a period of 3 years.",N/A,28/02/2025,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,071 897 6529,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/Tender%20Advert%20February%202025.pdf%20(2).pdf,,Nketoana
Municipal,NKT 279/2025,"Appointment of six (6) service providers for the Supply and delivery of electricity materials, repairs, and maintenance of electricity infrastructure/ equipment as well as Cherry Picker and Crane trucks hire as and when required for a period of 3 years.",N/A,28/02/2025,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,071 897 6529,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/Tender%20Advert%20February%202025.pdf%20(2).pdf,,Nketoana
Municipal,NKT 246/2022,"Construction of a new 5km pipeline, testing and rehabilitation of existing pipeline from Reitz to Mamafubedu- Phase 2A",N/A,N/A,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,072 103 4123,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec244%20(1).pdf,,Nketoana
Municipal,NKT 247/2022,Construction of a 11.2km pipeline from Reitz Water Treatment Works to Reitz including new pump station- Phase 7.1,N/A,N/A,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,072 103 4123,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec244%20(1).pdf,,Nketoana
Municipal,NKT 248/2022,Construction of a 12.6km pipeline from Reitz Water Treatment Works to Reitz including new pump station- Phase 7.2,N/A,N/A,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,072 103 4123,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec244%20(1).pdf,,Nketoana
Municipal,NKT 259/2023,Petsana: Upgrading and Construction of Matoding Water supply.,N/A,13/11/2023,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,072 103 4123,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec259%20(6).pdf,,Nketoana
Municipal,NKT 260/2024,Construction of the Reitz alternative dam at Geluk farm,N/A,01/02/2024,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,072 103 4123,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec260R%20(4).pdf,,Nketoana
Municipal,NKT 261/2024,Petsana: Upgrading of 1.6km gravel roads to paved roads and storm water,N/A,01/02/2024,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,072 103 4123,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec260R%20(4).pdf,,Nketoana
Municipal,NKT 262/2024,Upgrading/Refurbishment of Arlington Sports Facility (Phase),N/A,01/02/2024,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,072 103 4123,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec260R%20(4).pdf,,Nketoana
Municipal,NKT 263/2024,"Supply, Delivery, Installation and Commissioning of 80Kva Uninterruptible power supply",N/A,01/02/2024,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,Manager Electricity: Mr Koalepe 071 897 machine (UPS) of price and functionality.,,,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec260R%20(4).pdf,,Nketoana
Municipal,NKT 264/2024,Provision of Short-Term Insurance for a period of 36 months.,N/A,16/02/2024,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,073 065 9198,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec260R%20(4).pdf,,Nketoana
Municipal,NKT 265/2024,Compilation of annual financial statement for 3 years,N/A,16/02/2024,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,082 065 8520,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec260R%20(4).pdf,,Nketoana
Municipal,NKT 266/2024,Compilation of fixed assets register for 3 years.,N/A,16/02/2024,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,073 655 0497,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec260R%20(4).pdf,,Nketoana
Municipal,NKT 267/2024,"Tenders are invited from experienced and suitably qualified valuers for the compilation and maintenance of the valuation roll and supplementary valuation rolls as well as the supply of other valuation related services in compliance with the local government: Municipal Property Rates Act, 2004 (ACT NO.6 OF 2004) for the financial year 01 July 2025 t",N/A,17/05/2024,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,Acting Revenue Manager: Me Nancy Muso,,073 256 5781,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec267.pdf,,Nketoana
Municipal,NKT 268/2024,Installation of 5 (30m) high mast lights in Petsana.,N/A,16/05/2024,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,072 103 4123,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec268%20(1)%20(3).pdf,,Nketoana
Municipal,NKT 270/2024,"Refurbishment of 12 existing, drilling and equipping of 10 new boreholes in Petrus Steyn and Reitz consecutively (Turnkey)",N/A,25/07/2024,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,072 103 4123,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec270%20(BOREHOLES)%20(2)%20(1).pdf,,Nketoana
Municipal,NKT 271/2024,Supply and delivery of municipal Protective Clothing,N/A,25/07/2024,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,079 528 4599,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec270%20(BOREHOLES)%20(2)%20(1).pdf,,Nketoana
Municipal,NKT 280/2024,Lindley/Ntha re-sealing of 0.75km tar roads 1. Tender A: SMME 2.Tender B: MAIN Contractor,N/A,20/06/2025,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,083 289 4487,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec280.pdf,,Nketoana
Municipal,NKT 281/2024,Arlington/Leratswana re- sealing of 1.5km tar roads 2. Tender A: SMME 2.Tender B: MAIN Contractor,N/A,20/06/2025,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,083 289 4487,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec280.pdf,,Nketoana
Municipal,NKT 281/2024,Appointment of Panel of a maximum of 20 Civil Engineering Consultants for the Implementation of,N/A,20/06/2025,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,083 289 4487,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec280.pdf,,Nketoana
Municipal,NKT 282/2024,"Appointment of a maximum of six (6) service providers for sourcing of funding and implementation of unfunded capital, social and local economic development projects on a risk and turnkey basis for a period of 3 years.",N/A,20/06/2025,Nketoana Local Municipality,Request for Bid,Free State,"Reitz, Kestell, Lindley",,,,078 654 1195,,,,,,,,https://nketoanalm.gov.za/docs/SCM/Tenders/tender%20sec280.pdf,,Nketoana
